id;nombre;apellido;equipo;plan;categoria;fecha;distrito;vendedor;correo;promocion;monto_venta;descuento;total_con_descuento
ENT2024-00909;  Nahuel  ;  Torres  ;Infinix Note 40;Hogar Fibra 500Mbps;Hogar;2024-08-31;Cercado de Lima;Vendedor 11;nahuel.torres2@entel.pe;Sin promo;1775.12;0.5;887.56
ENT2024-00910;  Esteban  ;  Morales  ;Xiaomi 13T;Hogar Fibra 200Mbps;Empresa;2024-05-25;Carabayllo;Vendedor 04;esteban.morales@entel.pe;Sin promo;4330.7;0.5;2165.35
ENT2024-00911;  Claudia  ;  López  ;Xiaomi Redmi Note 13;Empresa 200GB;Empresa;25/10/2024;  Lima  ;Vendedor 49;claudia.lópez@entel.pe;Bonificación 50GB;5601.31;0;5601.31
ENT2024-00912;Óscar;Ramírez;iPhone 14;Empresa 200GB;Empresa;2024-07-29;San Juan de Lurigancho;Vendedor 04;óscar.ramírez@entel.pe;Descuento 50% en 3 meses;5774.99;0;5774.99
ENT2024-00913;Natalia;Gutiérrez;Router 4G Entel;Prepago 30GB;Postpago;2024-12-18;  San Isidro  ;Vendedor 20;natalia.gutiérrez@entel.pe;Mes gratis;2354.28;0.5;1177.14
ENT2024-00914;Ricardo;  Hernández  ;Samsung Galaxy S24;Empresa 200GB;Postpago;23/08/2024;Surquillo;Vendedor 28;ricardo.hernández@entel.pe;Roaming gratis 1 mes;2899.93;0.2;2319.94
ENT2024-00915;Verónica;Rodríguez;Router 5G Entel;Hogar Fibra 500Mbps;Postpago;2024-06-11;Callao;Vendedor 37;verónica.rodríguez@entel.pe;Roaming gratis 1 mes;2864.1;0.5;1432.05
ENT2024-00916;Fernando;Carrasco;iPhone 15;Hogar Fibra 500Mbps;Postpago;2024-12-19;Surquillo;Vendedor 14;fernando.carrasco@entel.pe;Bonificación 50GB;2797.95;0.2;2238.36
ENT2024-00917;Laura;Paredes;Laptop HP 15;Empresa 200GB;Prepago;10/11/2024;  Comas  ;Vendedor 24;laura.paredes2@entel.pe;Roaming gratis 1 mes;466.86;0.5;233.43
ENT2024-00918;Carmen;Navarro;Router 4G Entel;Postpago 100GB;Prepago;2024-05-27;  San Martín de Porres  ;Vendedor 04;carmen.navarro@entel.pe;2x1 accesorios;493.76;0.1;444.38
ENT2024-00919;  Marisol  ;Chávez;Laptop HP 15;Prepago 10GB;Postpago;2024-10-23;La Molina;Vendedor 38;marisol.chávez2@entel.pe;Bonificación 50GB;2772.78;0.2;2218.22
ENT2024-00920;  Verónica  ;Martínez;Infinix Note 40;Hogar Fibra 500Mbps;Hogar;2024-04-17;  San Juan de Lurigancho  ;Vendedor 05;;;988.88;0;988.88
ENT2024-00921;Patricia;  Castillo  ;iPhone 14;Empresa 200GB;Prepago;31/07/2024;Callao;Vendedor 17;patricia.castillo@entel.pe;Instalación gratis;498.89;0;498.89
ENT2024-00922;  Bruno  ;Salgado;Oppo Reno10;Postpago Ilimitado;Postpago;17/11/2024;Los Olivos;Vendedor 34;bruno.salgado@entel.pe;Descuento 20%;2065.7;0.1;1859.13
ENT2024-00923;Marisol;  Navarro  ;Motorola Moto G54;Hogar Fibra 500Mbps;Empresa;2024-11-22;  Cercado de Lima  ;Vendedor 40;marisol.navarro@entel.pe;Roaming gratis 1 mes;5836.47;0.5;2918.24
ENT2024-00924;  Marisol  ;Hidalgo;Router 4G Entel;Postpago 50GB;Prepago;2024-07-05;Pueblo Libre;Vendedor 10;marisol.hidalgo@entel.pe;Descuento 50% en 3 meses;481.45;0.5;240.72
ENT2024-00925;Daniel;Cruzado;Router 4G Entel;Prepago 30GB;Hogar;29/07/2024;Carabayllo;Vendedor 05;daniel.cruzado2@entel.pe;Descuento 50% en 3 meses;1309.86;0;1309.86
ENT2024-00926;  Gonzalo  ;Suárez;Tablet Samsung Tab A8;Prepago 30GB;Prepago;2024-05-11;Surquillo;Vendedor 39;gonzalo.suárez@entel.pe;;344.38;0.1;309.94
ENT2024-00927;Esteban;Gutiérrez;iPhone 15;Postpago Ilimitado;Prepago;15/01/2024;Jesús María;Vendedor 20;esteban.gutiérrez@entel.pe;;417.89;0.5;208.94
ENT2024-00928;Laura;  Ortega  ;iPhone 14;Hogar Fibra 200Mbps;Postpago;13/04/2024;  Barranco  ;Vendedor 18;laura.ortega@entel.pe;Descuento 20%;1558.35;0.5;779.18
ENT2024-00929;Luis;Morales;Laptop HP 15;Prepago 30GB;Prepago;2024-11-25;Miraflores;Vendedor 47;luis.morales@entel.pe;Instalación gratis;204.09;0.5;102.04
ENT2024-00930;Luis;González;Tablet Samsung Tab A8;Postpago 100GB;Empresa;04/11/2024;Comas;Vendedor 05;luis.gonzález@entel.pe;Roaming gratis 1 mes;4070.74;0.5;2035.37
ENT2024-00931;Héctor;  Ponce  ;Router 4G Entel;Postpago 100GB;Hogar;2024-03-12;Jesús María;Vendedor 08;héctor.ponce@entel.pe;;1680.1;0.5;840.05
ENT2024-00932;Gloria;Ponce;Tablet Samsung Tab A8;Prepago 30GB;Hogar;2024-02-16;Jesús María;Vendedor 39;gloria.ponce2@entel.pe;Mes gratis;1726.17;0.2;1380.94
ENT2024-00933;Marco;  Salazar  ;Samsung A54;Hogar Fibra 200Mbps;Prepago;2024-08-04;San Borja;Vendedor 10;marco.salazar3@entel.pe;Mes gratis;108.01;0.5;54
ENT2024-00934;Ana;  Díaz  ;Huawei P60;Hogar Fibra 500Mbps;Hogar;10/05/2024;Ate;Vendedor 04;ana.díaz@entel.pe;Instalación gratis;1286.98;0;1286.98
ENT2024-00935;Mónica;  Quispe  ;Router 5G Entel;Postpago 100GB;Empresa;2024-10-06;Chorrillos;Vendedor 31;mónica.quispe@entel.pe;Descuento 50% en 3 meses;4877.63;0;4877.63
ENT2024-00936;Verónica;Vargas;Samsung A54;Hogar Fibra 500Mbps;Empresa;2024-06-06;  Lima  ;Vendedor 42;verónica.vargas3@entel.pe;Sin promo;5677.24;0.2;4541.79
ENT2024-00937;Renzo;Ponce;Laptop HP 15;Postpago 50GB;Prepago;2024-05-09;Cercado de Lima;Vendedor 25;renzo.ponce@entel.pe;2x1 accesorios;470.9;0;470.9
ENT2024-00938;  Alvaro  ;De la Cruz;Samsung A54;Postpago 100GB;Prepago;14/08/2024;Callao;Vendedor 01;alvaro.delacruz@entel.pe;Roaming gratis 1 mes;449.89;0.5;224.94
ENT2024-00939;Paola;  Castillo  ;iPhone 15;Prepago 10GB;Empresa;2024-04-17;Barranco;Vendedor 29;paola.castillo2@entel.pe;Bonificación 50GB;3576.74;0.1;3219.07
ENT2024-00940;Marco;Tapia;iPhone 14;Postpago 50GB;Empresa;2024-02-11;Magdalena del Mar;Vendedor 31;marco.tapia@entel.pe;Roaming gratis 1 mes;6472.59;0;6472.59
ENT2024-00941;Ricardo;  Fajardo  ;iPhone 14;Postpago 100GB;Prepago;2024-12-23;San Martín de Porres;Vendedor 33;ricardo.fajardo@entel.pe;Mes gratis;460.33;0.2;368.26
ENT2024-00942;Raúl;Valdivia;Infinix Note 40;Empresa 200GB;Hogar;21/12/2024;Lima;Vendedor 49;raúl.valdivia@entel.pe;Sin promo;1075.69;0;1075.69
ENT2024-00943;Raquel;  Tapia  ;Xiaomi Redmi Note 13;Hogar Fibra 500Mbps;Prepago;2024-01-02;  Callao  ;Vendedor 13;raquel.tapia@entel.pe;2x1 accesorios;380.11;0.5;190.06
ENT2024-00944;Fernando;Carrasco;iPhone 15;Postpago 100GB;Prepago;07/05/2024;  Lince  ;Vendedor 46;fernando.carrasco2@entel.pe;Descuento 20%;479.83;0.5;239.92
ENT2024-00945;Beatriz;Mejía;iPhone 14;Empresa 200GB;Hogar;2024-09-01;El Agustino;Vendedor 09;beatriz.mejía@entel.pe;2x1 accesorios;935.8;0.1;842.22
ENT2024-00946;Ana;Mejía;Infinix Note 40;Empresa 200GB;Empresa;2024-04-11;San Isidro;Vendedor 27;ana.mejía@entel.pe;Bonificación 50GB;5396.61;0;5396.61
ENT2024-00947;  Ana  ;Chávez;iPhone 14;Prepago 10GB;Postpago;2024-01-12;  Cercado de Lima  ;Vendedor 42;ana.chávez@entel.pe;Descuento 50% en 3 meses;2818.67;0.2;2254.94
ENT2024-00948;Miguel;Arias;Motorola Moto G54;Prepago 30GB;Prepago;2024-01-26;Callao;Vendedor 40;;Roaming gratis 1 mes;332.26;0.5;166.13
ENT2024-00949;  Beatriz  ;Morales;Xiaomi Redmi Note 13;Postpago 100GB;Empresa;2024-03-28;  Ate  ;Vendedor 08;beatriz.morales@entel.pe;Sin promo;6688.06;0;6688.06
ENT2024-00950;Felipe;  Reyes  ;iPhone 14;Hogar Fibra 500Mbps;Hogar;01/03/2024;  Jesús María  ;Vendedor 46;felipe.reyes@entel.pe;Descuento 50% en 3 meses;962.26;0.2;769.81
ENT2024-00951;Carmen;Suárez;Huawei P60;Hogar Fibra 500Mbps;Hogar;2024-03-07;Chorrillos;Vendedor 14;carmen.suárez@entel.pe;Descuento 50% en 3 meses;1421.55;0.1;1279.4
ENT2024-00952;  Rosa  ;Hidalgo;;Prepago 10GB;Hogar;2024-04-02;  Chorrillos  ;Vendedor 10;rosa.hidalgo@entel.pe;Sin promo;1446.83;0.1;1302.15
ENT2024-00953;  Rosa  ;  Morales  ;Motorola Moto G54;Hogar Fibra 500Mbps;Prepago;2024-07-08;Ate;Vendedor 44;rosa.morales3@entel.pe;Instalación gratis;192.72;0.2;154.18
ENT2024-00954;  Miguel  ;García;Xiaomi 13T;Postpago Ilimitado;Empresa;2024-12-20;Callao;Vendedor 44;miguel.garcía@entel.pe;Descuento 50% en 3 meses;3632.14;0.5;1816.07
ENT2024-00955;  Felipe  ;Huaman;Router 5G Entel;Hogar Fibra 200Mbps;Empresa;2024-02-07;La Molina;Vendedor 36;felipe.huaman@entel.pe;Sin promo;7540.01;0.5;3770
ENT2024-00956;  José  ;Medina;Motorola Moto G54;Hogar Fibra 500Mbps;Empresa;2024-11-06;Surquillo;Vendedor 39;josé.medina@entel.pe;Sin promo;5542.08;0.5;2771.04
ENT2024-00957;Juan;Morales;;Hogar Fibra 200Mbps;Empresa;2024-07-21;Surquillo;Vendedor 24;juan.morales@entel.pe;Descuento 20%;6034.51;0.1;5431.06
ENT2024-00958;Sandra;López;Infinix Note 40;Postpago Ilimitado;Empresa;2024-03-27;  Lince  ;Vendedor 32;sandra.lópez@entel.pe;Bonificación 50GB;7422.11;0.5;3711.06
ENT2024-00959;Pablo;Flores;iPhone 15;Empresa 200GB;Hogar;2024-03-13;San Martín de Porres;Vendedor 08;pablo.flores@entel.pe;Bonificación 50GB;1089.79;0.5;544.9
ENT2024-00960;Carlos;Flores;Xiaomi 13T;Prepago 30GB;Empresa;2024-08-08;Comas;Vendedor 17;carlos.flores4@entel.pe;2x1 accesorios;5761.39;0.2;4609.11
ENT2024-00961;Gloria;Salazar;iPhone 14;Postpago Ilimitado;Empresa;2024-09-08;Santiago de Surco;Vendedor 36;gloria.salazar2@entel.pe;Instalación gratis;4695.56;0.2;3756.45
ENT2024-00962;  José  ;Rojas;Xiaomi Redmi Note 13;Postpago 50GB;Prepago;2024-04-03;Miraflores;Vendedor 31;josé.rojas2@entel.pe;2x1 accesorios;315.03;0.2;252.02
ENT2024-00963;  María  ;  Fajardo  ;Xiaomi 13T;Hogar Fibra 200Mbps;Postpago;2024-09-10;Miraflores;Vendedor 29;maría.fajardo4@entel.pe;Bonificación 50GB;1519.32;0.2;1215.46
ENT2024-00964;Felipe;Ortega;Xiaomi 13T;Hogar Fibra 500Mbps;Hogar;2024-02-27;El Agustino;Vendedor 10;felipe.ortega@entel.pe;Mes gratis;1198.49;0.5;599.24
ENT2024-00965;Raúl;Pérez;Motorola Moto G54;Prepago 30GB;Prepago;2024-03-27;El Agustino;Vendedor 33;raúl.pérez2@entel.pe;;154.47;0.1;139.02
ENT2024-00966;  Marisol  ;  Ponce  ;Infinix Note 40;Prepago 10GB;Postpago;2024-09-26;Ate;Vendedor 12;marisol.ponce@entel.pe;Roaming gratis 1 mes;1356.62;0.1;1220.96
ENT2024-00967;Diego;Gutiérrez;Laptop HP 15;Hogar Fibra 500Mbps;Postpago;2024-06-17;  Lima  ;Vendedor 19;diego.gutiérrez2@entel.pe;;1855.44;0.1;1669.9
ENT2024-00968;Esteban;Quispe;Infinix Note 40;Postpago 100GB;Empresa;2024-03-19;  Lima  ;Vendedor 06;esteban.quispe@entel.pe;Instalación gratis;7251.23;0.2;5800.98
ENT2024-00969;Felipe;Ponce;Xiaomi 13T;Hogar Fibra 500Mbps;Empresa;2024-10-31;Surquillo;Vendedor 01;felipe.ponce@entel.pe;Bonificación 50GB;4026.5;0.5;2013.25
ENT2024-00970;Carlos;  Tapia  ;Infinix Note 40;Hogar Fibra 500Mbps;Empresa;2024-10-18;  Santiago de Surco  ;Vendedor 14;carlos.tapia@entel.pe;Sin promo;7014.35;0.1;6312.92
ENT2024-00971;  Raquel  ;Mendoza;Samsung A54;Postpago 50GB;Postpago;07/10/2024;Villa El Salvador;Vendedor 25;raquel.mendoza@entel.pe;Mes gratis;1441.02;0.1;1296.92
ENT2024-00972;Esteban;  Morales  ;Xiaomi Redmi Note 13;Prepago 10GB;Hogar;2024-02-15;  Lima  ;Vendedor 14;esteban.morales2@entel.pe;Descuento 20%;1563.5;0.1;1407.15
ENT2024-00973;Óscar;  Molina  ;iPhone 14;Prepago 30GB;Prepago;2024-03-02;Comas;Vendedor 32;óscar.molina3@entel.pe;Roaming gratis 1 mes;307.18;0.5;153.59
ENT2024-00974;  Renzo  ;Castillo;Router 4G Entel;Postpago Ilimitado;Empresa;2024-12-06;La Molina;Vendedor 24;renzo.castillo@entel.pe;Descuento 50% en 3 meses;6124.2;0.2;4899.36
ENT2024-00975;  Laura  ;  Soto  ;iPhone 14;Hogar Fibra 500Mbps;Empresa;2024-10-15;Villa El Salvador;Vendedor 28;laura.soto@entel.pe;Mes gratis;3357.18;0.5;1678.59
ENT2024-00976;  Nahuel  ;  Peña  ;Laptop HP 15;Empresa 200GB;Prepago;2024-08-10;Villa María del Triunfo;Vendedor 28;nahuel.pena@entel.pe;Mes gratis;388.37;0.5;194.18
ENT2024-00977;  Carlos  ;  Paredes  ;Samsung A54;Hogar Fibra 500Mbps;Prepago;2024-11-27;Surquillo;Vendedor 46;carlos.paredes@entel.pe;Descuento 20%;318.69;0;318.69
ENT2024-00978;Laura;Reyes;Router 4G Entel;Postpago 100GB;Empresa;27/08/2024;Chorrillos;Vendedor 06;laura.reyes@entel.pe;Instalación gratis;6688.71;0.2;5350.97
ENT2024-00979;Elena;Vargas;Xiaomi Redmi Note 13;Prepago 30GB;Prepago;2024-09-24;  Chorrillos  ;Vendedor 19;;Sin promo;228.74;0;228.74
ENT2024-00980;Sandra;Martínez;Samsung Galaxy S24;Postpago 100GB;Hogar;2024-07-30;La Molina;Vendedor 30;sandra.martínez@entel.pe;2x1 accesorios;997.56;0;997.56
ENT2024-00981;Raúl;Morales;Infinix Note 40;Postpago 100GB;Postpago;2024-02-28;El Agustino;Vendedor 43;raúl.morales@entel.pe;Instalación gratis;1552.62;0.1;1397.36
ENT2024-00982;  Ana  ;  Sánchez  ;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Postpago;2024-02-12;  Chorrillos  ;Vendedor 46;ana.sánchez2@entel.pe;2x1 accesorios;2694.45;0.1;2425
ENT2024-00983;Fernando;Olivares;Router 5G Entel;Hogar Fibra 500Mbps;Hogar;2024-11-15;San Martín de Porres;Vendedor 22;fernando.olivares@entel.pe;Descuento 20%;835.95;0.1;752.36
ENT2024-00984;Lucía;Sánchez;iPhone 15;Prepago 30GB;Postpago;2024-08-10;Cercado de Lima;Vendedor 02;lucía.sánchez@entel.pe;Sin promo;2530.96;0;2530.96
ENT2024-00985;Esteban;Torres;Samsung Galaxy S24;Postpago Ilimitado;Hogar;2024-08-23;Los Olivos;Vendedor 26;esteban.torres2@entel.pe;Instalación gratis;1736.06;0.2;1388.85
ENT2024-00986;Elena;Luna;Tablet Samsung Tab A8;Empresa 200GB;Hogar;03/06/2024;San Isidro;Vendedor 09;elena.luna2@entel.pe;Descuento 20%;1730.37;0.5;865.18
ENT2024-00987;  Juan  ;  Rojas  ;iPhone 15;Postpago 50GB;Prepago;14/01/2024;  San Borja  ;Vendedor 31;juan.rojas2@entel.pe;Descuento 20%;376.35;0;376.35
ENT2024-00988;Raquel;Gutiérrez;iPhone 14;Prepago 10GB;Postpago;2024-06-03;Pueblo Libre;Vendedor 10;raquel.gutiérrez@entel.pe;Instalación gratis;2725.77;0.5;1362.88
ENT2024-00989;Iván;  Rodríguez  ;iPhone 15;Postpago Ilimitado;Prepago;2024-12-25;Pueblo Libre;Vendedor 32;iván.rodríguez@entel.pe;Instalación gratis;389.24;0.1;350.32
ENT2024-00990;Luis;Soto;Infinix Note 40;Prepago 10GB;Prepago;2024-05-30;Ate;Vendedor 26;;Sin promo;133.45;0.1;120.1
ENT2024-00991;Ricardo;  García  ;iPhone 15;Hogar Fibra 200Mbps;Hogar;2024-09-10;El Agustino;Vendedor 38;;2x1 accesorios;997.91;0.5;498.96
ENT2024-00992;Carlos;Navarro;iPhone 14;Hogar Fibra 500Mbps;Hogar;2024-04-28;  Los Olivos  ;Vendedor 04;carlos.navarro2@entel.pe;Sin promo;1690.64;0.5;845.32
ENT2024-00993;Iván;Carrasco;Samsung A54;Postpago 100GB;Empresa;27/11/2024;Chorrillos;Vendedor 31;iván.carrasco@entel.pe;Mes gratis;6185.2;0.5;3092.6
ENT2024-00994;Laura;Luna;Router 4G Entel;Empresa 200GB;Hogar;2024-12-23;Chorrillos;Vendedor 02;laura.luna@entel.pe;Descuento 20%;897.28;0.1;807.55
ENT2024-00995;  Rosa  ;Hidalgo;Motorola Moto G54;Hogar Fibra 500Mbps;Empresa;2024-08-12;  Jesús María  ;Vendedor 33;;Descuento 50% en 3 meses;6439.78;0.1;5795.8
ENT2024-00996;Claudia;Mejía;Samsung A54;Hogar Fibra 500Mbps;Prepago;2024-05-30;El Agustino;Vendedor 46;claudia.mejía@entel.pe;Roaming gratis 1 mes;292.31;0;292.31
ENT2024-00997;Gonzalo;  Mejía  ;Router 4G Entel;Empresa 200GB;Hogar;23/03/2024;  Villa El Salvador  ;Vendedor 14;gonzalo.mejía2@entel.pe;2x1 accesorios;1766.45;0;1766.45
ENT2024-00998;Agustín;Cruzado;iPhone 15;Hogar Fibra 500Mbps;Prepago;2024-03-29;San Borja;Vendedor 11;agustín.cruzado@entel.pe;Instalación gratis;275.59;0.5;137.79
ENT2024-00999;  Pedro  ;  Valdivia  ;Xiaomi 13T;Prepago 30GB;Prepago;2024-04-17;  Cercado de Lima  ;Vendedor 04;pedro.valdivia@entel.pe;Sin promo;457.72;0.5;228.86
ENT2024-01000;Raúl;Morales;Samsung A54;Postpago Ilimitado;Prepago;14/09/2024;Miraflores;Vendedor 05;raúl.morales2@entel.pe;Bonificación 50GB;359.02;0.1;323.12
ENT2024-01001;  Iván  ;  Torres  ;Infinix Note 40;Prepago 10GB;Postpago;2024-10-14;Jesús María;Vendedor 32;iván.torres3@entel.pe;2x1 accesorios;1114.5;0;1114.5
ENT2024-01002;Ricardo;  Benítez  ;Laptop HP 15;Postpago 50GB;Empresa;2024-03-18;Los Olivos;Vendedor 33;ricardo.benítez3@entel.pe;Mes gratis;6154.23;0.5;3077.12
ENT2024-01003;  Felipe  ;González;Xiaomi 13T;Hogar Fibra 500Mbps;Postpago;2024-02-24;Villa El Salvador;Vendedor 40;felipe.gonzález@entel.pe;Mes gratis;2937.29;0;2937.29
ENT2024-01004;Sandra;  López  ;Oppo Reno10;Postpago 100GB;Prepago;2024-11-18;La Molina;Vendedor 14;sandra.lópez2@entel.pe;Bonificación 50GB;110.34;0.1;99.31
ENT2024-01005;  María  ;Hidalgo;Huawei P60;Hogar Fibra 500Mbps;Hogar;2024-02-20;  Santiago de Surco  ;Vendedor 42;maría.hidalgo3@entel.pe;Bonificación 50GB;979.73;0.2;783.78
ENT2024-01006;Ricardo;  Flores  ;iPhone 15;Prepago 10GB;Hogar;2024-07-31;Lima;Vendedor 16;ricardo.flores@entel.pe;Instalación gratis;1224;0;1224
ENT2024-01007;Ricardo;Mendoza;Oppo Reno10;Postpago Ilimitado;Postpago;2024-05-16;  San Juan de Lurigancho  ;Vendedor 46;ricardo.mendoza2@entel.pe;Roaming gratis 1 mes;1758.09;0.5;879.04
ENT2024-01008;Héctor;Pizarro;Router 4G Entel;;Prepago;28/09/2024;Chorrillos;Vendedor 15;héctor.pizarro2@entel.pe;Descuento 20%;146.06;0.1;131.45
ENT2024-01009;Iván;Valdivia;iPhone 14;Hogar Fibra 500Mbps;Empresa;2024-01-16;Pueblo Libre;Vendedor 10;iván.valdivia@entel.pe;Sin promo;7571.3;0.1;6814.17
ENT2024-01010;Felipe;  Reyes  ;iPhone 15;Postpago 100GB;Empresa;2024-06-10;  Callao  ;Vendedor 50;felipe.reyes2@entel.pe;Descuento 20%;6228.04;0.5;3114.02
ENT2024-01011;  Iván  ;  González  ;iPhone 14;Postpago 50GB;Prepago;2024-10-21;Miraflores;Vendedor 41;iván.gonzález@entel.pe;2x1 accesorios;401.01;0.1;360.91
ENT2024-01012;Gonzalo;Chávez;Router 4G Entel;Prepago 30GB;Empresa;2024-06-25;Lima;Vendedor 18;gonzalo.chávez@entel.pe;Descuento 20%;4304.02;0.1;3873.62
ENT2024-01013;  Agustín  ;  Chávez  ;Xiaomi 13T;Prepago 10GB;Hogar;2024-12-23;San Juan de Lurigancho;Vendedor 42;agustín.chávez2@entel.pe;Roaming gratis 1 mes;902.05;0.5;451.02
ENT2024-01014;Marco;Rojas;Huawei P60;Postpago 100GB;Postpago;2024-10-02;Carabayllo;Vendedor 25;marco.rojas@entel.pe;Descuento 20%;2625.53;0;2625.53
ENT2024-01015;Gloria;  Vega  ;Huawei P60;Prepago 10GB;Postpago;2024-09-18;Cercado de Lima;Vendedor 20;gloria.vega2@entel.pe;;2200.7;0.1;1980.63
ENT2024-01016;Nahuel;Pizarro;Xiaomi Redmi Note 13;;Postpago;2024-10-03;  Ate  ;Vendedor 17;nahuel.pizarro@entel.pe;Descuento 50% en 3 meses;2152.77;0.2;1722.22
ENT2024-01017;Marco;Castillo;Router 5G Entel;Hogar Fibra 200Mbps;Postpago;2024-01-31;  San Juan de Lurigancho  ;Vendedor 17;marco.castillo2@entel.pe;Bonificación 50GB;1953.56;0.5;976.78
ENT2024-01018;  Jorge  ;González;Laptop HP 15;Postpago 100GB;Hogar;2024-06-01;Ate;Vendedor 48;jorge.gonzález2@entel.pe;Sin promo;1389.37;0;1389.37
ENT2024-01019;  Pablo  ;Medina;Motorola Moto G54;Prepago 10GB;Empresa;02/06/2024;Comas;Vendedor 43;pablo.medina2@entel.pe;Descuento 20%;7551.27;0;7551.27
ENT2024-01020;  Felipe  ;Huaman;;Prepago 10GB;Postpago;2024-06-16;Lince;Vendedor 38;felipe.huaman2@entel.pe;Descuento 50% en 3 meses;1153.21;0.2;922.57
ENT2024-01021;  Marco  ;  Quispe  ;Xiaomi 13T;Postpago 100GB;Prepago;2024-12-30;Chorrillos;Vendedor 27;marco.quispe@entel.pe;Mes gratis;170.29;0.2;136.23
ENT2024-01022;Miguel;González;iPhone 14;Postpago Ilimitado;Hogar;2024-04-19;Pueblo Libre;Vendedor 05;miguel.gonzález@entel.pe;Bonificación 50GB;1715.87;0;1715.87
ENT2024-01023;Emilio;Reyes;;Hogar Fibra 200Mbps;Empresa;2024-10-26;Magdalena del Mar;Vendedor 41;emilio.reyes2@entel.pe;Roaming gratis 1 mes;5507.08;0;5507.08
ENT2024-01024;Martín;De la Cruz;Xiaomi 13T;Hogar Fibra 200Mbps;Prepago;14/03/2024;Lince;Vendedor 09;martín.delacruz2@entel.pe;Instalación gratis;415.32;0;415.32
ENT2024-01025;  Felipe  ;Arias;Xiaomi Redmi Note 13;Postpago 100GB;Prepago;2024-08-21;Magdalena del Mar;Vendedor 03;felipe.arias@entel.pe;Descuento 20%;225.65;0;225.65
ENT2024-01026;  Sandra  ;Quispe;iPhone 15;Hogar Fibra 200Mbps;Postpago;2024-03-02;San Juan de Lurigancho;Vendedor 37;sandra.quispe2@entel.pe;2x1 accesorios;1937.75;0;1937.75
ENT2024-01027;  Carlos  ;Reyes;Xiaomi Redmi Note 13;Postpago 100GB;Empresa;05/06/2024;San Juan de Lurigancho;Vendedor 20;carlos.reyes@entel.pe;2x1 accesorios;5535.72;0.2;4428.58
ENT2024-01028;Laura;  Rodríguez  ;Laptop HP 15;Postpago Ilimitado;Prepago;2024-10-28;Chorrillos;Vendedor 04;laura.rodríguez2@entel.pe;2x1 accesorios;286.93;0.2;229.54
ENT2024-01029;Rosa;  Díaz  ;Xiaomi Redmi Note 13;Hogar Fibra 500Mbps;Postpago;2024-03-03;Cercado de Lima;Vendedor 23;;Mes gratis;1088.29;0.5;544.14
ENT2024-01030;Carlos;Valdivia;Xiaomi 13T;Prepago 30GB;Hogar;2024-06-21;Callao;Vendedor 31;carlos.valdivia@entel.pe;Descuento 20%;858.62;0.5;429.31
ENT2024-01031;Nahuel;Flores;Oppo Reno10;Hogar Fibra 500Mbps;Hogar;2024-12-07;  Pueblo Libre  ;Vendedor 10;nahuel.flores@entel.pe;Bonificación 50GB;1594.44;0.5;797.22
ENT2024-01032;  Miguel  ;Luna;Router 4G Entel;Hogar Fibra 200Mbps;Hogar;2024-04-29;  Callao  ;Vendedor 22;miguel.luna@entel.pe;;1862.95;0.2;1490.36
ENT2024-01033;Bruno;Soto;Router 5G Entel;Prepago 30GB;Postpago;25/03/2024;  Los Olivos  ;Vendedor 02;bruno.soto@entel.pe;2x1 accesorios;1755.79;0.2;1404.63
ENT2024-01034;Sandra;  Tapia  ;iPhone 15;Postpago 100GB;Prepago;2024-11-12;Cercado de Lima;Vendedor 37;sandra.tapia3@entel.pe;;354.67;0.2;283.74
ENT2024-01035;Marisol;Reyes;Motorola Moto G54;Hogar Fibra 500Mbps;Postpago;2024-03-02;Surquillo;Vendedor 35;marisol.reyes@entel.pe;Descuento 20%;1177.38;0.1;1059.64
ENT2024-01036;Luis;Suárez;Laptop HP 15;Prepago 10GB;Prepago;2024-12-27;  Ate  ;Vendedor 29;luis.suárez@entel.pe;Mes gratis;389.56;0.5;194.78
ENT2024-01037;Mónica;Cáceres;Samsung A54;Hogar Fibra 200Mbps;Postpago;2024-09-08;Lima;Vendedor 22;mónica.cáceres@entel.pe;Roaming gratis 1 mes;1550.16;0.5;775.08
ENT2024-01038;Ana;  Valdivia  ;Samsung Galaxy S24;;Hogar;2024-05-11;San Isidro;Vendedor 08;;Mes gratis;979.95;0.2;783.96
ENT2024-01039;Mónica;Hernández;Huawei P60;Postpago Ilimitado;Prepago;2024-05-10;  San Isidro  ;Vendedor 10;mónica.hernández2@entel.pe;2x1 accesorios;251.09;0.5;125.54
ENT2024-01040;Gonzalo;  Mejía  ;Xiaomi Redmi Note 13;Postpago 50GB;Empresa;2024-04-02;  Lima  ;Vendedor 46;gonzalo.mejía3@entel.pe;Sin promo;3614.71;0.2;2891.77
ENT2024-01041;Elena;  Huaman  ;iPhone 15;Empresa 200GB;Prepago;2024-07-30;Carabayllo;Vendedor 17;elena.huaman@entel.pe;;265.19;0;265.19
ENT2024-01042;Jorge;  González  ;Motorola Moto G54;Prepago 10GB;Prepago;2024-09-09;Lince;Vendedor 49;jorge.gonzález3@entel.pe;Roaming gratis 1 mes;419.08;0.5;209.54
ENT2024-01043;  Jorge  ;Suárez;Samsung Galaxy S24;Empresa 200GB;Hogar;2024-10-10;Chorrillos;Vendedor 05;;Instalación gratis;1414.02;0.1;1272.62
